,Address,Suburb,Prices,Type_Apartment,Type_House,Type_Townhouse,Estimated resident population (no.),Population density (persons/km2),Median age - persons (years),Working age population (aged 15-64 years) (no.),Employed (no.),Unemployed (no.),Renter (no.),Health care and social assistance (no.),Financial and insurance services (no.),Administrative and support services (no.),Education and training (no.),Accommodation and food services (no.),Public administration and safety (no.),Value of residential building ($m),Houses - total (no.),Townhouses - total (no.),Apartments - total (no.),Median weekly household rental payment ($),Rented (no.),Count of homeless persons (no.),"Used at least one form of public transport (train, tram, bus, ferry) (no.)",Extracted_Address,latitude,longitude,num_stops,num_stations,num_schools,num_landmarks,distance to CBD,total_transport,Bedroom,Bathroom,Median equivalised total household income (weekly) ($)
3672,"12/17 Bulla Road, 
ESSENDON VIC 3040",ESSENDON,400.0,1,0,0,12313.0,3464.3,37.4,8783.0,0.0,0.0,43.0,160.0,107.0,53.0,23.0,100.0,4.0,52.0,2256.0,1311.0,2670.0,371.0,2156.0,42.0,625.0,"17 Bulla Road, 
ESSENDON VIC 3040",-37.74138,144.9083216,3.0,0.0,23.0,0.0,11.1,3.0,1,1,1598.0
3673,"7/31 Norwood Street, 
FLEMINGTON VIC 3031",FLEMINGTON,400.0,0,1,0,9190.0,5813.5,34.2,6950.0,0.0,0.0,44.0,62.0,32.0,28.0,13.0,46.0,3.0,17.0,926.0,940.0,3285.0,324.0,2456.0,56.0,579.0,"31 Norwood Street, 
FLEMINGTON VIC 3031",-37.78680705,144.9309663019589,4.0,1.0,27.0,1.0,5.2,5.0,2,1,2502.0
3674,"1703/1 Ascot Vale Road, 
FLEMINGTON VIC 3031",FLEMINGTON,400.0,1,0,0,9190.0,5813.5,34.2,6950.0,0.0,0.0,44.0,62.0,32.0,28.0,13.0,46.0,3.0,17.0,926.0,940.0,3285.0,324.0,2456.0,56.0,579.0,"1 Ascot Vale Road, 
FLEMINGTON VIC 3031",-37.7868268,144.92112866942296,6.0,1.0,29.0,2.0,6.4,7.0,1,1,1281.0
3675,"2/23-25 Steet Street, 
FOOTSCRAY VIC 3011",FOOTSCRAY,400.0,1,0,0,17420.0,3507.1,34.1,13694.0,0.0,0.0,82.0,200.0,91.0,138.0,41.0,190.0,5.0,248.0,2695.0,1326.0,5031.0,355.0,4123.0,278.0,1360.0,"23-25 Steet Street, 
FOOTSCRAY VIC 3011",-37.7891079,144.8878264,4.0,0.0,15.0,0.0,10.2,4.0,2,1,1281.0
3676,"301/40 Buckley Street, 
FOOTSCRAY VIC 3011",FOOTSCRAY,400.0,1,0,0,17420.0,3507.1,34.1,13694.0,0.0,0.0,82.0,200.0,91.0,138.0,41.0,190.0,5.0,248.0,2695.0,1326.0,5031.0,355.0,4123.0,278.0,1360.0,"40 Buckley Street, 
FOOTSCRAY VIC 3011",-37.8041299,144.8992413,3.0,0.0,15.0,0.0,9.8,3.0,1,1,1281.0
3677,"3/6 Eldridge Street, 
FOOTSCRAY VIC 3011",FOOTSCRAY,400.0,0,1,0,17420.0,3507.1,34.1,13694.0,0.0,0.0,82.0,200.0,91.0,138.0,41.0,190.0,5.0,248.0,2695.0,1326.0,5031.0,355.0,4123.0,278.0,1360.0,"6 Eldridge Street, 
FOOTSCRAY VIC 3011",-37.7894047,144.8928881,5.0,0.0,12.0,0.0,9.2,5.0,2,1,3102.0
3678,"13/24 Empire Street, 
FOOTSCRAY VIC 3011",FOOTSCRAY,400.0,1,0,0,17420.0,3507.1,34.1,13694.0,0.0,0.0,82.0,200.0,91.0,138.0,41.0,190.0,5.0,248.0,2695.0,1326.0,5031.0,355.0,4123.0,278.0,1360.0,"24 Empire Street, 
FOOTSCRAY VIC 3011",-37.7892226,144.8914027,7.0,0.0,14.0,0.0,10.0,7.0,2,1,3102.0
3679,"2/19 Foot Street, 
FRANKSTON VIC 3199",FRANKSTON,400.0,1,0,0,62521.0,4843.5,121.2,39777.0,0.0,0.0,455.0,371.0,155.0,218.0,76.0,176.0,12.0,68.0,21147.0,4743.0,1416.0,1096.0,8000.0,650.0,751.0,"19 Foot Street, 
FRANKSTON VIC 3199",-38.1532333,145.1327979,0.0,0.0,14.0,0.0,66.9,0.0,2,1,3102.0
3680,"204/31 Wellington Street, 
COLLINGWOOD VIC 3066",COLLINGWOOD,750.0,1,0,0,9348.0,7378.6,33.2,7787.0,0.0,0.0,51.0,99.0,88.0,102.0,45.0,134.0,5.0,42.0,290.0,1377.0,3948.0,425.0,2888.0,28.0,492.0,"31 Wellington Street, 
COLLINGWOOD VIC 3066",-37.7997101,144.9872405,6.0,0.0,40.0,0.0,4.4,6.0,2,2,1385.0
3681,"308/68 Cambridge Street, 
COLLINGWOOD VIC 3066",COLLINGWOOD,750.0,1,0,0,9348.0,7378.6,33.2,7787.0,0.0,0.0,51.0,99.0,88.0,102.0,45.0,134.0,5.0,42.0,290.0,1377.0,3948.0,425.0,2888.0,28.0,492.0,"68 Cambridge Street, 
COLLINGWOOD VIC 3066",-37.8073536,144.9850605,10.0,0.0,30.0,7.0,5.2,10.0,2,2,2036.0
3682,"303/10 Stanley Street, 
COLLINGWOOD VIC 3066",COLLINGWOOD,750.0,1,0,0,9348.0,7378.6,33.2,7787.0,0.0,0.0,51.0,99.0,88.0,102.0,45.0,134.0,5.0,42.0,290.0,1377.0,3948.0,425.0,2888.0,28.0,492.0,"10 Stanley Street, 
COLLINGWOOD VIC 3066",-37.8020043,144.9846307,9.0,0.0,38.0,1.0,4.5,9.0,2,2,1215.0
3683,"10 Campbell Grove, 
DINGLEY VILLAGE VIC 3172",DINGLEY VILLAGE,750.0,0,1,0,10554.0,1457.0,44.7,6372.0,0.0,0.0,14.0,42.0,26.0,42.0,17.0,25.0,4.0,11.0,3195.0,761.0,0.0,450.0,397.0,16.0,105.0,"10 Campbell Grove, 
DINGLEY VILLAGE VIC 3172",-37.980614,145.1255121,0.0,0.0,9.0,0.0,34.6,0.0,4,2,1696.0
3684,"2504/231 Harbour Esplanade, 
DOCKLANDS VIC 3008",DOCKLANDS,750.0,1,0,0,15942.0,6522.9,32.5,13715.0,0.0,0.0,45.0,116.0,313.0,135.0,55.0,251.0,3.0,2.0,59.0,152.0,10602.0,411.0,5056.0,18.0,1602.0,"231 Harbour Esplanade, 
DOCKLANDS VIC 3008",-37.8132055,144.9435771,5.0,0.0,16.0,8.0,8.3,5.0,2,2,2359.0
3685,"103 South Wharf Drive, 
DOCKLANDS VIC 3008",DOCKLANDS,750.0,1,0,0,15942.0,6522.9,32.5,13715.0,0.0,0.0,45.0,116.0,313.0,135.0,55.0,251.0,3.0,2.0,59.0,152.0,10602.0,411.0,5056.0,18.0,1602.0,"103 South Wharf Drive, 
DOCKLANDS VIC 3008",-37.8221868,144.9362813,0.0,0.0,0.0,1.0,12.1,0.0,2,2,2359.0
3686,"808/18 Waterview Walk, 
DOCKLANDS VIC 3008",DOCKLANDS,750.0,1,0,0,15942.0,6522.9,32.5,13715.0,0.0,0.0,45.0,116.0,313.0,135.0,55.0,251.0,3.0,2.0,59.0,152.0,10602.0,411.0,5056.0,18.0,1602.0,"18 Waterview Walk, 
DOCKLANDS VIC 3008",-37.8191279,144.947233,1.0,0.0,0.0,4.0,7.4,1.0,3,2,1281.0
3687,"606/81 South Wharf Drive, 
DOCKLANDS VIC 3008",DOCKLANDS,750.0,1,0,0,15942.0,6522.9,32.5,13715.0,0.0,0.0,45.0,116.0,313.0,135.0,55.0,251.0,3.0,2.0,59.0,152.0,10602.0,411.0,5056.0,18.0,1602.0,"81 South Wharf Drive, 
DOCKLANDS VIC 3008",-37.82235915,144.9359170956642,0.0,0.0,0.0,1.0,12.1,0.0,2,2,1539.0
3688,"2205/81 South Wharf Drive, 
DOCKLANDS VIC 3008",DOCKLANDS,750.0,1,0,0,15942.0,6522.9,32.5,13715.0,0.0,0.0,45.0,116.0,313.0,135.0,55.0,251.0,3.0,2.0,59.0,152.0,10602.0,411.0,5056.0,18.0,1602.0,"81 South Wharf Drive, 
DOCKLANDS VIC 3008",-37.82235915,144.9359170956642,0.0,0.0,0.0,1.0,12.1,0.0,2,2,1539.0
3689,"2302/8 Pearl River Road, 
DOCKLANDS VIC 3008",DOCKLANDS,750.0,1,0,0,15942.0,6522.9,32.5,13715.0,0.0,0.0,45.0,116.0,313.0,135.0,55.0,251.0,3.0,2.0,59.0,152.0,10602.0,411.0,5056.0,18.0,1602.0,"8 Pearl River Road, 
DOCKLANDS VIC 3008",-37.8136377,144.9373257,3.0,0.0,8.0,7.0,8.4,3.0,2,2,1147.0
3690,"1212N/889 Collins Street, 
DOCKLANDS VIC 3008",DOCKLANDS,750.0,1,0,0,15942.0,6522.9,32.5,13715.0,0.0,0.0,45.0,116.0,313.0,135.0,55.0,251.0,3.0,2.0,59.0,152.0,10602.0,411.0,5056.0,18.0,1602.0,"889 Collins Street, 
DOCKLANDS VIC 3008",-37.8211865,144.94186226006886,1.0,0.0,0.0,1.0,9.6,1.0,2,1,5129.0
3691,"2003/628 Flinders Street, 
DOCKLANDS VIC 3008",DOCKLANDS,750.0,1,0,0,15942.0,6522.9,32.5,13715.0,0.0,0.0,45.0,116.0,313.0,135.0,55.0,251.0,3.0,2.0,59.0,152.0,10602.0,411.0,5056.0,18.0,1602.0,"628 Flinders Street, 
DOCKLANDS VIC 3008",-37.8214085,144.9543669,10.0,0.0,13.0,15.0,12.1,10.0,2,2,5129.0
3692,"607/8 McCrae Street, 
DOCKLANDS VIC 3008",DOCKLANDS,750.0,1,0,0,15942.0,6522.9,32.5,13715.0,0.0,0.0,45.0,116.0,313.0,135.0,55.0,251.0,3.0,2.0,59.0,152.0,10602.0,411.0,5056.0,18.0,1602.0,"8 McCrae Street, 
DOCKLANDS VIC 3008",-37.8215492,144.95079937477038,5.0,0.0,12.0,14.0,7.5,5.0,3,2,1432.0
3693,"3408/100 Harbour Esplanade, 
DOCKLANDS VIC 3008",DOCKLANDS,750.0,1,0,0,15942.0,6522.9,32.5,13715.0,0.0,0.0,45.0,116.0,313.0,135.0,55.0,251.0,3.0,2.0,59.0,152.0,10602.0,411.0,5056.0,18.0,1602.0,"100 Harbour Esplanade, 
DOCKLANDS VIC 3008",-37.8182734,144.9471193241901,6.0,0.0,0.0,4.0,7.1,6.0,2,2,1432.0
3694,"51 Pier Street, 
DROMANA VIC 3936",DROMANA,750.0,0,0,1,13460.0,298.7,51.4,7548.0,0.0,0.0,53.0,52.0,44.0,62.0,23.0,66.0,3.0,95.0,7246.0,1339.0,224.0,405.0,1276.0,10.0,58.0,"51 Pier Street, 
DROMANA VIC 3936",-38.3328875,144.9656902,0.0,0.0,0.0,0.0,95.7,0.0,3,2,1432.0
3695,"12 Beavis Street, 
ELSTERNWICK VIC 3185",ELSTERNWICK,440.0,1,0,0,12032.0,4204.6,38.3,8071.0,0.0,0.0,23.0,170.0,120.0,59.0,33.0,84.0,3.0,52.0,2058.0,1077.0,2613.0,426.0,1957.0,29.0,421.0,"12 Beavis Street, 
ELSTERNWICK VIC 3185",-37.8845191,145.0075607,8.0,1.0,31.0,0.0,16.4,9.0,2,1,1432.0
3696,"7/24 Scott Street, 
ELWOOD VIC 3184",ELWOOD,440.0,1,0,0,15041.0,5891.5,37.9,11480.0,0.0,0.0,40.0,144.0,79.0,80.0,44.0,51.0,3.0,77.0,1129.0,1169.0,6576.0,415.0,3639.0,66.0,530.0,"24 Scott Street, 
ELWOOD VIC 3184",-37.8797116,144.99160546443682,2.0,0.0,29.0,0.0,14.1,2.0,1,1,3023.0
3697,"2B Noble Drive, 
EPPING VIC 3076",EPPING,440.0,0,1,0,33834.0,3899.2,108.1,22572.0,0.0,0.0,188.0,146.0,64.0,143.0,43.0,133.0,12.0,40.0,9430.0,2155.0,314.0,1091.0,3144.0,127.0,828.0,"2B Noble Drive, 
EPPING VIC 3076",-37.6585003,145.0290997,0.0,0.0,19.0,0.0,17.1,0.0,3,1,3085.0
3698,"6/32 Rufus Street, 
EPPING VIC 3076",EPPING,440.0,0,0,1,33834.0,3899.2,108.1,22572.0,0.0,0.0,188.0,146.0,64.0,143.0,43.0,133.0,12.0,40.0,9430.0,2155.0,314.0,1091.0,3144.0,127.0,828.0,"32 Rufus Street, 
EPPING VIC 3076",-37.6485505,145.0261545,0.0,0.0,19.0,0.0,17.1,0.0,2,2,3085.0
3699,"8/75 Droop Street, 
FOOTSCRAY VIC 3011",FOOTSCRAY,440.0,1,0,0,17420.0,3507.1,34.1,13694.0,0.0,0.0,82.0,200.0,91.0,138.0,41.0,190.0,5.0,248.0,2695.0,1326.0,5031.0,355.0,4123.0,278.0,1360.0,"75 Droop Street, 
FOOTSCRAY VIC 3011",-37.7968997,144.8973057,8.0,0.0,20.0,0.0,9.3,8.0,2,1,3085.0
3700,"2B Hill Street, 
FRANKSTON VIC 3199",FRANKSTON,440.0,1,0,0,62521.0,4843.5,121.2,39777.0,0.0,0.0,455.0,371.0,155.0,218.0,76.0,176.0,12.0,68.0,21147.0,4743.0,1416.0,1096.0,8000.0,650.0,751.0,"2B Hill Street, 
FRANKSTON VIC 3199",-38.151135,145.13919615380797,0.0,0.0,15.0,0.0,66.4,0.0,3,1,1045.0
3701,"6/5 Ogden, 
GLENROY VIC 3046",GLENROY,440.0,1,0,0,23965.0,5837.200000000001,68.1,16418.0,0.0,0.0,72.0,102.0,35.0,114.0,30.0,71.0,29.0,56.0,5727.0,3314.0,909.0,738.0,3218.0,129.0,1254.0,"5 Ogden, 
GLENROY VIC 3046",-37.702249,144.9487124,0.0,0.0,18.0,0.0,10.6,0.0,3,1,2036.0
3702,"48 View Street, 
GLENROY VIC 3046",GLENROY,440.0,0,1,0,23965.0,5837.200000000001,68.1,16418.0,0.0,0.0,72.0,102.0,35.0,114.0,30.0,71.0,29.0,56.0,5727.0,3314.0,909.0,738.0,3218.0,129.0,1254.0,"48 View Street, 
GLENROY VIC 3046",-37.6962572,144.9289551,0.0,0.0,25.0,0.0,13.3,0.0,3,1,2036.0
3703,"41A Isla Avenue, 
GLENROY VIC 3046",GLENROY,440.0,1,0,0,23965.0,5837.200000000001,68.1,16418.0,0.0,0.0,72.0,102.0,35.0,114.0,30.0,71.0,29.0,56.0,5727.0,3314.0,909.0,738.0,3218.0,129.0,1254.0,"41A Isla Avenue, 
GLENROY VIC 3046",-37.7024623,144.9318037,0.0,0.0,18.0,0.0,12.7,0.0,3,2,2036.0
3704,"4/7 Lorraine Court, 
HILLSIDE VIC 3037",HILLSIDE,440.0,0,0,1,16335.0,2089.8,36.3,11585.0,0.0,0.0,20.0,64.0,30.0,56.0,15.0,47.0,6.0,10.0,4657.0,506.0,108.0,380.0,689.0,11.0,257.0,"7 Lorraine Court, 
HILLSIDE VIC 3037",-37.703339,144.7442442,0.0,0.0,8.0,0.0,26.9,0.0,3,2,2036.0
3705,"5 Anora Court, 
KEILOR DOWNS VIC 3038",KEILOR DOWNS,440.0,0,1,0,13193.0,1722.4,41.8,8377.0,0.0,0.0,32.0,37.0,35.0,37.0,16.0,45.0,5.0,12.0,4275.0,589.0,54.0,360.0,820.0,40.0,207.0,"5 Anora Court, 
KEILOR DOWNS VIC 3038",-37.7240945,144.8131764,0.0,0.0,15.0,0.0,20.9,0.0,3,1,2036.0
3706,"1/19-21 Rankins Road, 
KENSINGTON VIC 3031",KENSINGTON,440.0,1,0,0,10874.0,5064.7,35.4,8210.0,0.0,0.0,34.0,94.0,37.0,50.0,14.0,60.0,4.0,38.0,907.0,2851.0,1781.0,416.0,2323.0,49.0,576.0,"19-21 Rankins Road, 
KENSINGTON VIC 3031",-37.7884935,144.9320953,5.0,1.0,28.0,2.0,5.3,6.0,2,1,1281.0
3707,"28 Scott Street, 
SEAFORD VIC 3198",SEAFORD,750.0,0,1,0,17359.0,1396.3,40.4,11240.0,0.0,0.0,138.0,59.0,41.0,80.0,26.0,52.0,3.0,32.0,5983.0,1939.0,250.0,351.0,2368.0,41.0,264.0,"28 Scott Street, 
SEAFORD VIC 3198",-38.1082688,145.1341072,0.0,0.0,7.0,0.0,62.6,0.0,5,2,1371.0
3708,"2A Catron Street, 
SEAFORD VIC 3198",SEAFORD,750.0,0,0,1,17359.0,1396.3,40.4,11240.0,0.0,0.0,138.0,59.0,41.0,80.0,26.0,52.0,3.0,32.0,5983.0,1939.0,250.0,351.0,2368.0,41.0,264.0,"2A Catron Street, 
SEAFORD VIC 3198",-38.100132,145.1320326,0.0,1.0,8.0,0.0,63.4,1.0,4,3,1385.0
3709,"403/39 Park Street, 
SOUTH MELBOURNE VIC 3205",SOUTH MELBOURNE,750.0,1,0,0,11860.0,6276.1,39.5,8599.0,0.0,0.0,51.0,275.0,441.0,202.0,76.0,258.0,8.0,138.0,309.0,2393.0,4713.0,421.0,3064.0,123.0,554.0,"39 Park Street, 
SOUTH MELBOURNE VIC 3205",-37.8334672,144.96908163267238,1.0,0.0,20.0,1.0,13.6,1.0,2,2,2396.0
3710,"306/41 Bank Street, 
SOUTH MELBOURNE VIC 3205",SOUTH MELBOURNE,750.0,1,0,0,11860.0,6276.1,39.5,8599.0,0.0,0.0,51.0,275.0,441.0,202.0,76.0,258.0,8.0,138.0,309.0,2393.0,4713.0,421.0,3064.0,123.0,554.0,"41 Bank Street, 
SOUTH MELBOURNE VIC 3205",-37.8348483,144.9585231,15.0,0.0,12.0,0.0,13.8,15.0,2,2,2396.0
3711,"601/138 Ferrars Street, 
SOUTH MELBOURNE VIC 3205",SOUTH MELBOURNE,750.0,1,0,0,11860.0,6276.1,39.5,8599.0,0.0,0.0,51.0,275.0,441.0,202.0,76.0,258.0,8.0,138.0,309.0,2393.0,4713.0,421.0,3064.0,123.0,554.0,"138 Ferrars Street, 
SOUTH MELBOURNE VIC 3205",-37.8355162,144.9561958,15.0,0.0,11.0,0.0,12.5,15.0,2,2,2396.0
3712,"1/18 Arthur Street, 
SOUTH YARRA VIC 3141",SOUTH YARRA,750.0,1,0,0,28123.0,21662.2,106.5,22280.0,0.0,0.0,76.0,497.0,622.0,236.0,87.0,356.0,6.0,79.0,1181.0,2094.0,15905.0,1278.0,8671.0,64.0,1947.0,"18 Arthur Street, 
SOUTH YARRA VIC 3141",-37.8418407,144.9948425,14.0,0.0,35.0,0.0,10.0,14.0,2,2,3905.0
3713,"3/25 Alexandra Avenue, 
SOUTH YARRA VIC 3141",SOUTH YARRA,750.0,1,0,0,28123.0,21662.2,106.5,22280.0,0.0,0.0,76.0,497.0,622.0,236.0,87.0,356.0,6.0,79.0,1181.0,2094.0,15905.0,1278.0,8671.0,64.0,1947.0,"25 Alexandra Avenue, 
SOUTH YARRA VIC 3141",-37.82946665,144.98633818702422,0.0,0.0,29.0,1.0,8.3,0.0,2,1,3905.0
3714,"1601/3 Yarra Street, 
SOUTH YARRA VIC 3141",SOUTH YARRA,750.0,1,0,0,28123.0,21662.2,106.5,22280.0,0.0,0.0,76.0,497.0,622.0,236.0,87.0,356.0,6.0,79.0,1181.0,2094.0,15905.0,1278.0,8671.0,64.0,1947.0,"3 Yarra Street, 
SOUTH YARRA VIC 3141",-37.8359474,144.9931004,3.0,1.0,24.0,0.0,9.1,4.0,2,2,1539.0
3715,"909/2 Claremont Street, 
SOUTH YARRA VIC 3141",SOUTH YARRA,750.0,1,0,0,28123.0,21662.2,106.5,22280.0,0.0,0.0,76.0,497.0,622.0,236.0,87.0,356.0,6.0,79.0,1181.0,2094.0,15905.0,1278.0,8671.0,64.0,1947.0,"2 Claremont Street, 
SOUTH YARRA VIC 3141",-37.8377585,144.9938493,0.0,1.0,23.0,0.0,9.4,1.0,2,2,1539.0
3716,"602/12 Yarra Street, 
SOUTH YARRA VIC 3141",SOUTH YARRA,750.0,1,0,0,28123.0,21662.2,106.5,22280.0,0.0,0.0,76.0,497.0,622.0,236.0,87.0,356.0,6.0,79.0,1181.0,2094.0,15905.0,1278.0,8671.0,64.0,1947.0,"12 Yarra Street, 
SOUTH YARRA VIC 3141",-37.8359474,144.9931004,3.0,1.0,24.0,0.0,9.1,4.0,2,2,1539.0
3717,"17 Myrtle Street, 
SOUTH YARRA VIC 3141",SOUTH YARRA,750.0,0,1,0,28123.0,21662.2,106.5,22280.0,0.0,0.0,76.0,497.0,622.0,236.0,87.0,356.0,6.0,79.0,1181.0,2094.0,15905.0,1278.0,8671.0,64.0,1947.0,"17 Myrtle Street, 
SOUTH YARRA VIC 3141",-37.8391706,144.9893048,10.0,0.0,29.0,2.0,9.5,10.0,2,1,1539.0
3718,"804/7 Claremont Street, 
SOUTH YARRA VIC 3141",SOUTH YARRA,750.0,1,0,0,28123.0,21662.2,106.5,22280.0,0.0,0.0,76.0,497.0,622.0,236.0,87.0,356.0,6.0,79.0,1181.0,2094.0,15905.0,1278.0,8671.0,64.0,1947.0,"7 Claremont Street, 
SOUTH YARRA VIC 3141",-37.8377585,144.9938493,0.0,1.0,23.0,0.0,9.4,1.0,2,2,1539.0
3719,"15/9 Darling Street, 
SOUTH YARRA VIC 3141",SOUTH YARRA,750.0,1,0,0,28123.0,21662.2,106.5,22280.0,0.0,0.0,76.0,497.0,622.0,236.0,87.0,356.0,6.0,79.0,1181.0,2094.0,15905.0,1278.0,8671.0,64.0,1947.0,"9 Darling Street, 
SOUTH YARRA VIC 3141",-37.8353323,144.9920451,4.0,0.0,32.0,1.0,8.9,4.0,2,2,1306.0
3720,"608/800 Chapel Street, 
SOUTH YARRA VIC 3141",SOUTH YARRA,750.0,1,0,0,28123.0,21662.2,106.5,22280.0,0.0,0.0,76.0,497.0,622.0,236.0,87.0,356.0,6.0,79.0,1181.0,2094.0,15905.0,1278.0,8671.0,64.0,1947.0,"800 Chapel Street, 
SOUTH YARRA VIC 3141",-37.837399,144.9960362,13.0,0.0,26.0,0.0,9.4,13.0,2,1,1306.0
3721,"1503/681 Chapel Street, 
SOUTH YARRA VIC 3141",SOUTH YARRA,750.0,1,0,0,28123.0,21662.2,106.5,22280.0,0.0,0.0,76.0,497.0,622.0,236.0,87.0,356.0,6.0,79.0,1181.0,2094.0,15905.0,1278.0,8671.0,64.0,1947.0,"681 Chapel Street, 
SOUTH YARRA VIC 3141",-37.837399,144.9960362,13.0,0.0,26.0,0.0,9.4,13.0,2,2,1306.0
3722,"12 Ervine Drive, 
WYNDHAM VALE VIC 3024",WYNDHAM VALE,480.0,0,1,0,22858.0,2941.3,63.400000000000006,15428.0,0.0,0.0,244.0,50.0,8.0,77.0,17.0,46.0,3.0,219.0,7493.0,345.0,20.0,686.0,2192.0,101.0,651.0,"12 Ervine Drive, 
WYNDHAM VALE VIC 3024",-37.8688478,144.6288746,0.0,0.0,0.0,0.0,54.0,0.0,4,2,940.0
3723,"79 Welcome Parade, 
WYNDHAM VALE VIC 3024",WYNDHAM VALE,480.0,0,1,0,22858.0,2941.3,63.400000000000006,15428.0,0.0,0.0,244.0,50.0,8.0,77.0,17.0,46.0,3.0,219.0,7493.0,345.0,20.0,686.0,2192.0,101.0,651.0,"79 Welcome Parade, 
WYNDHAM VALE VIC 3024",-37.8529096,144.5936757,0.0,0.0,0.0,0.0,56.3,0.0,4,2,940.0
3724,"20 Fitzrovia Drive, 
WYNDHAM VALE VIC 3024",WYNDHAM VALE,480.0,0,1,0,22858.0,2941.3,63.400000000000006,15428.0,0.0,0.0,244.0,50.0,8.0,77.0,17.0,46.0,3.0,219.0,7493.0,345.0,20.0,686.0,2192.0,101.0,651.0,"20 Fitzrovia Drive, 
WYNDHAM VALE VIC 3024",-37.8491354,144.5952447,0.0,0.0,0.0,0.0,57.0,0.0,4,2,2972.0
3725,"417/601 Victoria Street, 
ABBOTSFORD VIC 3067",ABBOTSFORD,485.0,0,1,0,9262.0,5321.5,33.7,7675.0,0.0,0.0,39.0,100.0,101.0,44.0,28.0,95.0,5.0,10.0,501.0,1234.0,3901.0,425.0,2436.0,114.0,617.0,"601 Victoria Street, 
ABBOTSFORD VIC 3067",-37.809746332,144.99400194478432,6.0,2.0,38.0,3.0,6.1,8.0,2,1,2068.0
3726,"302/112-114 Pier Street, 
ALTONA VIC 3018",ALTONA,485.0,1,0,0,28738.0,1704.2,78.8,18016.0,0.0,0.0,102.0,140.0,99.0,124.0,27.0,119.0,9.0,196.0,8125.0,3695.0,818.0,790.0,3440.0,108.0,600.0,"112-114 Pier Street, 
ALTONA VIC 3018",-37.8688256,144.830352,0.0,1.0,5.0,0.0,22.5,1.0,2,1,2068.0
3727,"4/40-42 Clyde Road, 
BERWICK VIC 3806",BERWICK,485.0,1,0,0,23187.0,1174.1,43.3,14432.0,0.0,0.0,36.0,206.0,115.0,98.0,42.0,73.0,5.0,33.0,7430.0,1728.0,20.0,380.0,1533.0,140.0,241.0,"40-42 Clyde Road, 
BERWICK VIC 3806",-38.0344715,145.3428313,0.0,0.0,0.0,0.0,57.7,0.0,2,1,2068.0
3728,"730A Sydney Road, 
BRUNSWICK VIC 3056",BRUNSWICK,485.0,0,1,0,53768.0,20807.5,136.6,42314.0,0.0,0.0,299.0,431.0,183.0,197.0,120.0,360.0,16.0,215.0,8601.0,7170.0,12379.0,1667.0,11861.0,278.0,3124.0,"730A Sydney Road, 
BRUNSWICK VIC 3056",-37.760734,144.9632159,7.0,1.0,31.0,0.0,3.1,8.0,3,1,920.0
3729,"2/104 Broderick Road, 
CARRUM DOWNS VIC 3201",CARRUM DOWNS,485.0,1,0,0,22262.0,1096.2,36.4,15043.0,0.0,0.0,167.0,59.0,51.0,114.0,16.0,49.0,3.0,16.0,7042.0,1834.0,40.0,370.0,2267.0,39.0,248.0,"104 Broderick Road, 
CARRUM DOWNS VIC 3201",-38.1035659,145.1772721,0.0,0.0,0.0,0.0,62.9,0.0,3,2,1549.0
3730,"1 Kumara Place, 
CLAYTON VIC 3168",CLAYTON,485.0,1,0,0,13570.0,1709.5,34.5,9602.0,0.0,0.0,29.0,43.0,23.0,133.0,10.0,54.0,0.0,29.0,2960.0,1799.0,629.0,381.0,1886.0,138.0,595.0,"1 Kumara Place, 
CLAYTON VIC 3168",-37.9146121,145.1264569,0.0,0.0,7.0,0.0,27.7,0.0,3,1,1866.0
3731,"14 Apium Street, 
CLYDE VIC 3978",CLYDE,485.0,0,1,0,25665.0,2310.5,61.8,16978.0,0.0,0.0,51.0,73.0,56.0,126.0,12.0,69.0,6.0,383.0,7644.0,171.0,0.0,831.0,1459.0,54.0,404.0,"14 Apium Street, 
CLYDE VIC 3978",-38.1276652,145.3300452,0.0,0.0,0.0,0.0,67.8,0.0,3,2,1866.0
3732,"309/1-11 Moreland Street, 
FOOTSCRAY VIC 3011",FOOTSCRAY,575.0,1,0,0,17420.0,3507.1,34.1,13694.0,0.0,0.0,82.0,200.0,91.0,138.0,41.0,190.0,5.0,248.0,2695.0,1326.0,5031.0,355.0,4123.0,278.0,1360.0,"1-11 Moreland Street, 
FOOTSCRAY VIC 3011",-37.8054825,144.9055775,0.0,1.0,12.0,0.0,9.6,1.0,2,2,1866.0
3733,"3/247 Hampton Street, 
HAMPTON VIC 3188",HAMPTON,575.0,1,0,0,18406.0,3237.8,43.6,11941.0,0.0,0.0,38.0,201.0,125.0,88.0,58.0,88.0,8.0,91.0,4586.0,1710.0,1546.0,471.0,1776.0,64.0,347.0,"247 Hampton Street, 
HAMPTON VIC 3188",-37.9389247,145.0022448,0.0,1.0,16.0,0.0,20.8,1.0,2,1,1866.0
3734,"15 Park Road, 
HILLSIDE VIC 3037",HILLSIDE,575.0,0,1,0,16335.0,2089.8,36.3,11585.0,0.0,0.0,20.0,64.0,30.0,56.0,15.0,47.0,6.0,10.0,4657.0,506.0,108.0,380.0,689.0,11.0,257.0,"15 Park Road, 
HILLSIDE VIC 3037",-37.6846793,144.741797,0.0,0.0,5.0,0.0,27.1,0.0,4,2,1866.0
